title_name,company_name,location,summary,post_day,rating,salary,jobs_type
Machine Learning Architect - Data Science,Credera,"Houston, TX+1 location","Our data capabilities help our clients gain competitive advantage by transforming raw data into insights that enable actionable decision making.View all Credera jobs in Houston, TX - Houston jobsSalary Search: Machine Learning Architect - Data Science salaries in Houston, TX",30+ days ago,4.1,,
Data Analyst,Glow Networks,"Spring, TX 77389 77389","Participate in projects requiring data science engineering.Create plans, data collection and analysis procedures and data insight visualizations for assigned…View all Glow Networks jobs in Spring, TX - Spring jobsSalary Search: Data Analyst salaries in Spring, TXSee popular questions & answers about Glow Networks",13 days ago,3.4,$40.00 - $41.50 an hour,$40.00 - $41.50 an hour
"Director, Data Science",Bain & Company,"Houston, TX 77010 77010 (Downtown area)","Translate business objectives into data and analytics solutions and, translate results into business insights using appropriate data engineering and data…View all Bain & Company jobs in Houston, TX - Houston jobsSalary Search: Director, Data Science salaries in Houston, TXSee popular questions & answers about Bain & Company",30 days ago,4.3,,
Strategic Analytics Lead Data Scientist,Deloitte,"Houston, TX 77002 77002 (Downtown area)","Experience working in data visualization software such a Tableau.Strong understanding of statistical analysis, predictive modeling and data engineering…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Strategic Analytics Lead Data Scientist salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
newSenior Data Analyst,"Accredo Packaging, Inc.","Sugar Land, TX 77478 77478","Extracts data from the company’s ERP system, including current or historical data.Be a subject matter expert in data mining and interpretation and proficient…View all Accredo Packaging, Inc. jobs in Sugar Land, TX - Sugar Land jobsSalary Search: Senior Data Analyst salaries in Sugar Land, TXSee popular questions & answers about Accredo Packaging, Inc.",7 days ago,2.4,,
Statistician,alliantgroup,"Houston, TX 77056 77056 (Uptown area)","Analyzes and interprets data from various sources.The Statistician will analyze and interpret data from various sources and provide expert opinions.View all alliantgroup jobs in Houston, TX - Houston jobsSalary Search: Statistician salaries in Houston, TXSee popular questions & answers about alliantgroup",30+ days ago,2.5,,
Data Engineer II,NOV,"Houston, TX","Research data science and software engineering techniques used within the energy industry and in general.Experience designing relational and dimensional data…View all NOV jobs in Houston, TX - Houston jobsSalary Search: Data Engineer II salaries in Houston, TXSee popular questions & answers about NOV",30+ days ago,3.8,"$80,000 - $95,000 a year","$80,000 - $95,000 a year"
Excel Expert Recovery Analyst/Data Scientist,Ed Mehlman and Associates,"Houston, TX+1 location","Candidates can have any education background but a degree in computer science, data science, and/or finance is a plus.View all Ed Mehlman and Associates jobs in Houston, TX - Houston jobsSalary Search: Excel Expert Recovery Analyst/Data Scientist salaries in Houston, TX",30+ days ago,,,
Data & ML Engineer - Nationwide Opportunities,"Amazon Web Services, Inc.","Houston, TX+1 location","Hands on experience working on large-scale data science/data analytics projects.Ability to take Machine Learning models and implement them as part of data…View all Amazon Web Services, Inc. jobs in Houston, TX - Houston jobsSalary Search: Data & ML Engineer - Nationwide Opportunities salaries in Houston, TXSee popular questions & answers about Amazon Web Services, Inc.",30+ days ago,3.5,,Full-time
newData Engineer,Inceed,"Houston, TX 77056 77056 (Galleria-Uptown area)","The role will focus on maturing integrated data platforms and providing support for their reporting and analytics, business intelligence, and data science…",Active 3 days ago,3.8,"$130,000 - $165,000 a year","$130,000 - $165,000 a year"
Data Engineer II,NOV,"Houston, TX","Research data science and software engineering techniques used within the energy industry and in general.Experience designing relational and dimensional data…View all NOV jobs in Houston, TX - Houston jobsSalary Search: Data Engineer II salaries in Houston, TXSee popular questions & answers about NOV",30+ days ago,3.8,"$80,000 - $95,000 a year","$80,000 - $95,000 a year"
Excel Expert Recovery Analyst/Data Scientist,Ed Mehlman and Associates,"Houston, TX+1 location","Candidates can have any education background but a degree in computer science, data science, and/or finance is a plus.View all Ed Mehlman and Associates jobs in Houston, TX - Houston jobsSalary Search: Excel Expert Recovery Analyst/Data Scientist salaries in Houston, TX",30+ days ago,,,
Data & ML Engineer - Nationwide Opportunities,"Amazon Web Services, Inc.","Houston, TX+1 location","Hands on experience working on large-scale data science/data analytics projects.Ability to take Machine Learning models and implement them as part of data…View all Amazon Web Services, Inc. jobs in Houston, TX - Houston jobsSalary Search: Data & ML Engineer - Nationwide Opportunities salaries in Houston, TXSee popular questions & answers about Amazon Web Services, Inc.",30+ days ago,3.5,,Full-time
Data Scientist PC Supply Chain Operations,HP,"Spring, TX 77389 77389+1 location","Contributes to industry data science domain initiatives.Maintains proficiency within the data science domain by keeping up with technology and trend shifts.View all HP jobs in Spring, TX - Spring jobsSalary Search: Data Scientist PC Supply Chain Operations salaries in Spring, TXSee popular questions & answers about HP",30+ days ago,4.0,,Full-time
newInstitute Associate Scientist III - Analytic Biology,MD Anderson Cancer Center,"Houston, TX 77030 77030 (Medical Center area)","Utilize common analytical skills including analysis and visualization of various data types (e.g. sequencing data, expression data, high-plexed image data, RPPA…View all MD Anderson Cancer Center jobs in Houston, TX - Houston jobsSalary Search: Institute Associate Scientist III - Analytic Biology salaries in Houston, TXSee popular questions & answers about MD Anderson Cancer Center",6 days ago,4.1,,Full-time
Data Engineer (Remote),OnPoint,"Remote in Houston, TX 77073 77073","Work with data architect and data engineering team on design and build data platform to empower data science and analytics solution development and deployment.View all OnPoint jobs in Houston, TX - Houston jobsSalary Search: Data Engineer (Remote) salaries in Houston, TXSee popular questions & answers about OnPoint",11 days ago,3.6,"$80,000 - $160,000 a year","$80,000 - $160,000 a year"
DATA SCIENTIST,Selene Finance,"Houston, TX 77042 77042 (Westchase area)","Normalizing data into a format that permits for a wider range of data analysis without interruption to production servers.The following duties are required:View all Selene Finance jobs in Houston, TX - Houston jobsSalary Search: DATA SCIENTIST salaries in Houston, TXSee popular questions & answers about Selene Finance",30+ days ago,3.3,,
Supply Chain Planning Analytics Data Analyst,HP,"Spring, TX 77389 77389","Participates in projects requiring data science engineering.Creates extensive plans, data collection and analysis procedures and data insight visualizations…View all HP jobs in Spring, TX - Spring jobsSalary Search: Supply Chain Planning Analytics Data Analyst salaries in Spring, TXSee popular questions & answers about HP",30+ days ago,4.0,,Full-time
newLead Data Scientist - Wildfire Prevention,Logic20/20 Inc.,"Houston, TX","2+ years leading a data science team and delivering a project.We consider data privacy a priority.Collaborate with other data scientists and stakeholders on…View all Logic20/20 Inc. jobs in Houston, TX - Houston jobsSalary Search: Lead Data Scientist - Wildfire Prevention salaries in Houston, TXSee popular questions & answers about Logic20/20 Inc.",Today,3.6,,Full-time
Statistician - School of Public Health - Part Time,The University of Texas Health Science Center at...,"Houston, TX","Experience in data analysis of large administrative data sets (claims, registries, EMR).Experience with creating data monitoring committee reports.View all The University of Texas Health Science Center at Houston (UTHealth) jobs in Houston, TX - Houston jobsSalary Search: Statistician - School of Public Health - Part Time salaries in Houston, TXSee popular questions & answers about The University of Texas Health Science Center at Houston (UTHealth)",13 days ago,3.9,,Part-time
Big Data Engineer - PySpark,Logic20/20 Inc.,"Houston, TX","Applying an Agile approach to data science, you’ll work closely with our team of analysts, technical product owners, and data scientists to drive real business…View all Logic20/20 Inc. jobs in Houston, TX - Houston jobsSalary Search: Big Data Engineer - PySpark salaries in Houston, TXSee popular questions & answers about Logic20/20 Inc.",26 days ago,3.6,,Full-time
Data Architect,IBM,"Houston, TX 77001 77001","Experience in forecast data for upcoming needs.Experience in Identifying Test data needs and help building Test data solution or framework which will help…View all IBM jobs in Houston, TX - Houston jobsSalary Search: Data Architect salaries in Houston, TXSee popular questions & answers about IBM",27 days ago,3.9,,Full-time
Artificial Intelligence Co-op,Ascend Performance Materials,"Houston, TX 77002 77002 (Downtown area)","Through these hands-on experiences, interns will further develop their skill set and build relationships with data science and IT professionals.View all Ascend Performance Materials jobs in Houston, TX - Houston jobsSee popular questions & answers about Ascend Performance Materials",30+ days ago,3.3,,Full-time +1
AWS Data Engineer,Deloitte,"Houston, TX 77002 77002 (Downtown area)+3 locations","Hands-on experience consuming data from data lakes using SQL.Experience and knowledge with data science, ML/AI, R, or Jupyter.Experience with Redshift a plus.View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: AWS Data Engineer salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Senior Data Scientist,Encino Energy LLC,"Houston, TX 77057 77057 (Galleria-Uptown area)","Experience with and deep understanding of various machine learning and data processing techniques.Instrumental in helping the business continue its evolution…View all Encino Energy LLC jobs in Houston, TX - Houston jobsSalary Search: Senior Data Scientist salaries in Houston, TX",30+ days ago,,,Full-time
"newDirector, Data Science",Sysco,"Houston, TX","Work with Sysco technology team on data integration to build a customer data-mart, which is the foundation of data-driven and customer-centric marketing…View all Sysco jobs in Houston, TX - Houston jobsSalary Search: Director, Data Science salaries in Houston, TXSee popular questions & answers about Sysco",5 days ago,3.3,,Full-time
Data Scientist,QuEST Global Engineering,"Houston, TX","Experience of Visualization of Data ( Tableau/Power BI).View all QuEST Global Engineering jobs in Houston, TX - Houston jobsSalary Search: Data Scientist salaries in Houston, TXSee popular questions & answers about QuEST Global Engineering",30+ days ago,3.3,,Full-time
Machine Learning Architect - Data Science,Credera,"Houston, TX+1 location","Our data capabilities help our clients gain competitive advantage by transforming raw data into insights that enable actionable decision making.View all Credera jobs in Houston, TX - Houston jobsSalary Search: Machine Learning Architect - Data Science salaries in Houston, TX",30+ days ago,4.1,,
Data Engineer,CAPCO,"Houston, TX","You have experience with big data solutions.Good understanding of APIs and data processing.You’ll operate high-quality, cloud-based data services.View all CAPCO jobs in Houston, TX - Houston jobsSalary Search: Data Engineer salaries in Houston, TXSee popular questions & answers about CAPCO",30+ days ago,3.4,,
newSr Data Analyst (EE / AA Compliance),ABM Industries,"Sugar Land, TX 77478 77478","Conducts analysis using multiple data sources and large volumes of detailed data, often starting from scratch.JDE knowledge and experience a plus.View all ABM Industries jobs in Sugar Land, TX - Sugar Land jobsSalary Search: Sr Data Analyst (EE / AA Compliance) salaries in Sugar Land, TXSee popular questions & answers about ABM Industries",8 days ago,3.2,,
newLegal Management Data Analytics-Consultant,Crowe,"Houston, TX 77002 77002 (Downtown area)","Identifies and researches new trends and tools, understands the data analytics marketplace while working in a dedicated data analytics lab on client engagements…View all Crowe jobs in Houston, TX - Houston jobsSalary Search: Legal Management Data Analytics-Consultant salaries in Houston, TXSee popular questions & answers about Crowe",Today,3.6,,Full-time
newAutonomous Vehicle MLOps Lead,Deloitte,"Houston, TX 77002 77002 (Downtown area)","Integrate with data pipeline process for target datasets - models during training and simulation.Bachelor's Degree in CS or IE/Data science with 6+ years in…View all Deloitte jobs in Houston, TX - Houston jobsSee popular questions & answers about Deloitte",1 day ago,4.0,,Full-time
Technology & Transformation - Data Analytics Consultant,Grant Thornton,"Houston, TX 77002 77002 (Downtown area)","Work hand-in-hand with client IT resources to define and ensure data quality to enable data science solutions.A Master’s degree is a plus.View all Grant Thornton jobs in Houston, TX - Houston jobsSalary Search: Technology & Transformation - Data Analytics Consultant salaries in Houston, TXSee popular questions & answers about Grant Thornton",30+ days ago,3.7,,Full-time
"Product Strategy Specialist - Strategy & Analytics, Deloitte...",Deloitte,"Houston, TX 77002 77002 (Downtown area)+4 locations","Their primary role is converting data from the date engineering and data science team members into actionable insights for clients.View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Product Strategy Specialist - Strategy & Analytics, Deloitte Consulting, LLP salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
"Forensics, Data Scientist",Deloitte,"Houston, TX 77002 77002 (Downtown area)","Query and mine large data sets to discover transaction patterns, examine financial data and filter for targeted information.Provide coaching to junior staff.View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Forensics, Data Scientist salariesSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Security Engineer-Machine Learning and Automation,Set Solutions,"Houston, TX 77002 77002 (Downtown area)","Set Solutions is working exclusively with a client on the hunt for a Security Engineer with expertise and interest in Machine Learning and Automation.View all Set Solutions jobs in Houston, TX - Houston jobsSalary Search: Security Engineer-Machine Learning and Automation salaries in Houston, TXSee popular questions & answers about Set Solutions",Active 1 day ago,4.6,"$95,000 - $200,000 a year","$95,000 - $200,000 a year"
newSenior Data Analyst,"Accredo Packaging, Inc.","Sugar Land, TX 77478 77478","Extracts data from the company’s ERP system, including current or historical data.Be a subject matter expert in data mining and interpretation and proficient…View all Accredo Packaging, Inc. jobs in Sugar Land, TX - Sugar Land jobsSalary Search: Senior Data Analyst salaries in Sugar Land, TXSee popular questions & answers about Accredo Packaging, Inc.",7 days ago,2.4,,
"Artificial Intelligence, Consultant - Applied Artificial Int...",Deloitte,"Houston, TX 77002 77002 (Downtown area)","Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Artificial Intelligence, Consultant - Applied Artificial Intelligence salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Data Scientist - Industrial Analytics,GHD,"Houston, TX","Cleansing of large unstructured data and enabling analytical capability in order to query the data and address various business needs.View all GHD jobs in Houston, TX - Houston jobsSalary Search: Data Scientist - Industrial Analytics salaries in Houston, TXSee popular questions & answers about GHD",29 days ago,3.6,,
Senior Data Engineer (Remote),Inspire,"Remote in Houston, TX","Improve data governance and quality control to pre-empt data quality issues in critical systems.Experience with problem solving and exploratory data analysis.View all Inspire jobs in Houston, TX - Houston jobsSalary Search: Senior Data Engineer (Remote) salaries in Houston, TXSee popular questions & answers about Inspire",22 days ago,3.4,,
Statistician or Quantitative Psychologist,Baylor College of Medicine,"Houston, TX 77030 77030 (Medical Center area)","Additionally, proficiency in producing effective data graphics (e.g., charts and figures) in an editable format is required.View all Baylor College of Medicine jobs in Houston, TX - Houston jobsSalary Search: Statistician or Quantitative Psychologist salaries in Houston, TXSee popular questions & answers about Baylor College of Medicine",12 days ago,3.8,,Full-time
Senior Solution Architect - Data and Analytics,Hewlett Packard Enterprise,"Houston, TX 77070 77070","Experience with being solution leader for data lake and data warehouse.Performs data analysis, and participates in the build of data catalog.View all Hewlett Packard Enterprise jobs in Houston, TX - Houston jobsSalary Search: Senior Solution Architect - Data and Analytics salaries in Houston, TXSee popular questions & answers about Hewlett Packard Enterprise",22 days ago,3.8,,
Business Intelligence Lead,HP,"Spring, TX 77389 77389","Proven results in end to end technical project management within analytics ecosystem translating business problems into technical requirements across…View all HP jobs in Spring, TX - Spring jobsSalary Search: Business Intelligence Lead salaries in Spring, TXSee popular questions & answers about HP",30+ days ago,4.0,,Full-time
Institute Research Scientist - Computational Biology / Data...,MD Anderson Cancer Center,"Houston, TX 77030 77030 (Medical Center area)+1 location","Familiar with FAIR guiding principles and their application to data science projects.The ideal candidate will coordinate the application and development of…View all MD Anderson Cancer Center jobs in Houston, TX - Houston jobsSalary Search: Institute Research Scientist - Computational Biology / Data Engineering salaries in Houston, TXSee popular questions & answers about MD Anderson Cancer Center",30+ days ago,4.1,,Full-time
Data Science Operations Manager,National Oilwell Varco,"Houston, TX 77036 77036 (Westwood area)","Collaborate with various data science teams within NOV to design, build, grow, and maintain a companywide data science platform.View all National Oilwell Varco jobs in Houston, TX - Houston jobsSalary Search: Data Science Operations Manager salaries in Houston, TXSee popular questions & answers about National Oilwell Varco",30+ days ago,3.8,,Full-time
Data Engineer II,NOV,"Houston, TX","Research data science and software engineering techniques used within the energy industry and in general.Experience designing relational and dimensional data…View all NOV jobs in Houston, TX - Houston jobsSalary Search: Data Engineer II salaries in Houston, TXSee popular questions & answers about NOV",30+ days ago,3.8,"$80,000 - $95,000 a year","$80,000 - $95,000 a year"
Statistician,alliantgroup,"Houston, TX 77056 77056 (Uptown area)","Analyzes and interprets data from various sources.The Statistician will analyze and interpret data from various sources and provide expert opinions.View all alliantgroup jobs in Houston, TX - Houston jobsSalary Search: Statistician salaries in Houston, TXSee popular questions & answers about alliantgroup",30+ days ago,2.5,,
Data Engineer,Keystone Advisors,"Houston, TX 77042 77042 (Westchase area)","Find hidden patterns using data.Use large data sets to address business issues.Identify ways to improve data reliability, efficiency and quality.View all Keystone Advisors jobs in Houston, TX - Houston jobsSalary Search: Data Engineer salaries in Houston, TXSee popular questions & answers about Keystone Advisors",30+ days ago,3.7,,Full-time +1
"Analyst – Gas Markets, Houston",Rystad Energy,"Houston, TX 77024 77024 (Greater Memorial area)","University degree in the relevant education field (e.g. economics, energy, engineering, finance, information technology, data science).View all Rystad Energy jobs in Houston, TX - Houston jobsSalary Search: Analyst – Gas Markets, Houston salaries in Houston, TXSee popular questions & answers about Rystad Energy",30+ days ago,5.0,,Full-time
Product Owner - Data Science,"Avetta, LLC","Remote in Houston, TX","Collaborates with business leaders, data science team, and business intelligence development team to prioritize solution requirements into an integrated product…View all Avetta, LLC jobs in Houston, TX - Houston jobsSalary Search: Product Owner - Data Science salaries in Houston, TX",30+ days ago,,,
Senior Data Scientist,Deloitte,"Houston, TX 77002 77002 (Downtown area)+3 locations","Provide guidance and feedback to junior data science team members.Experience leading teams in the creation of data science solutions.View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Senior Data Scientist salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
AWS Data Engineer,Deloitte,"Houston, TX 77002 77002 (Downtown area)+3 locations","Hands-on experience consuming data from data lakes using SQL.Experience and knowledge with data science, ML/AI, R, or Jupyter.Experience with Redshift a plus.View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: AWS Data Engineer salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Converge - Machine Learning Engineer,Deloitte,"Houston, TX 77002 77002 (Downtown area)+6 locations","Transform data science prototypes into production grade code with appropriate guardrails.Deep understanding of data science principles, including machine…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Converge - Machine Learning Engineer salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Senior Data Scientist (Remote),OnPoint,"Remote in Houston, TX 77073 77073","Collaborate with our advanced analytics process engineering teams as the expert in applied data science and machine learning techniques.View all OnPoint jobs in Houston, TX - Houston jobsSalary Search: Senior Data Scientist (Remote) salaries in Houston, TXSee popular questions & answers about OnPoint",20 days ago,3.6,"$100,000 - $160,000 a year","$100,000 - $160,000 a year"
"Computational Finance Sr. Associate, Deals Tech & Data",PRICE WATERHOUSE COOPERS,"Remote in Houston, TX 77002 77002","Analyzing complex financial services data, leveraging programming skills and computational techniques for large data sets and quantitative analyses;View all PRICE WATERHOUSE COOPERS jobs in Houston, TX - Houston jobsSalary Search: Computational Finance Sr. Associate, Deals Tech & Data salaries in Houston, TXSee popular questions & answers about PRICE WATERHOUSE COOPERS",30+ days ago,4.0,,
Business Analyst,Circle,"Remote in Houston, TX","Create analyses that tell a ""story"" focused on business insights, not just data.Be the subject matter expert for data analysis and product funnels for all of…View all Circle jobs in Houston, TX - Houston jobsSalary Search: Business Analyst salaries in Houston, TXSee popular questions & answers about Circle",30+ days ago,3.7,,
Senior Data Engineer (Remote),Inspire,"Remote in Houston, TX","Improve data governance and quality control to pre-empt data quality issues in critical systems.Experience with problem solving and exploratory data analysis.View all Inspire jobs in Houston, TX - Houston jobsSalary Search: Senior Data Engineer (Remote) salaries in Houston, TXSee popular questions & answers about Inspire",22 days ago,3.4,,
Sr Data Scientist,HMH,"Houston, TX 77087 77087 (Golfcrest - Bellfort - Reveille area)","You will help the Product Line Leaders understand the potential benefit that can be extracted from data and identify additional types of data that should be…View all HMH jobs in Houston, TX - Houston jobsSalary Search: Sr Data Scientist salaries in Houston, TXSee popular questions & answers about HMH",23 days ago,3.9,,
Data Scientist - Industrial Analytics,GHD,"Houston, TX","Cleansing of large unstructured data and enabling analytical capability in order to query the data and address various business needs.View all GHD jobs in Houston, TX - Houston jobsSalary Search: Data Scientist - Industrial Analytics salaries in Houston, TXSee popular questions & answers about GHD",29 days ago,3.6,,
Lecturer - Engineering Data Science,University of Houston,"Houston, TX+4 locations","Applicants must have earned a PhD in a relevant area of physical sciences or engineering with research or work experience in the field of data science.View all University of Houston jobs in Houston, TX - Houston jobsSalary Search: Lecturer - Engineering Data Science salaries in Houston, TXSee popular questions & answers about University of Houston",30+ days ago,4.2,,Part-time
"Operations Analyst, Business & Strategy (US)",Just Energy,"Houston, TX 77056 77056 (Uptown area)","Advanced proficiency in data visualization and analytics.Drive and assist with forming our departmental strategy by providing insights into our data and…View all Just Energy jobs in Houston, TX - Houston jobsSalary Search: Operations Analyst, Business & Strategy (US) salaries in Houston, TXSee popular questions & answers about Just Energy",13 days ago,3.1,,
newData Engineering Manager (Remote),Rhythm,"Remote in Houston, TX","Be accountable for reliability of data systems and processes that deliver data to analysts and data scientists at Rhythm.Competitive base salary and bonus.View all Rhythm jobs in Houston, TX - Houston jobsSalary Search: Data Engineering Manager (Remote) salaries in Houston, TXSee popular questions & answers about Rhythm",8 days ago,3.8,,
"Deals Tech & Data, Solution Architecture - Sr. Associate",PRICE WATERHOUSE COOPERS,"Houston, TX 77002 77002 (Downtown area)","Possesses experience working as a solutions architect, technical product manager, software engineer or frontend/backend web developer for data products or web…View all PRICE WATERHOUSE COOPERS jobs in Houston, TX - Houston jobsSalary Search: Deals Tech & Data, Solution Architecture - Sr. Associate salaries in Houston, TXSee popular questions & answers about PRICE WATERHOUSE COOPERS",30+ days ago,4.0,,
"HR Talent & Data Analytics Manager - Houston, TX (aka Data D...",Tokio Marine HCC,"Houston, TX 77040 77040 (Cypress-Fairbanks area)","You have a background in data engineering or data science is advantageous.Consults with users to identify data sources, required data elements, or data…View all Tokio Marine HCC jobs in Houston, TX - Houston jobsSalary Search: HR Talent & Data Analytics Manager - Houston, TX (aka Data Detective & Storyteller) salaries in Houston, TXSee popular questions & answers about Tokio Marine HCC",30+ days ago,3.3,,
"IT Data Analytics Advisor (Houston, TX) Job",Hess Corporation,"Houston, TX","This will be done through development and delivery of data science and analytics solutions and teaching the data science discipline to others.View all Hess Corporation jobs in Houston, TX - Houston jobsSee popular questions & answers about Hess Corporation",21 days ago,3.9,,
Data Scientist/Machine Learning Engineer - Sr. Associate,PRICE WATERHOUSE COOPERS,"Remote in Houston, TX 77002 77002","Possesses considerable knowledge about data science concepts and principles;Demonstrates thorough abilities and/or a proven record of success in translating…View all PRICE WATERHOUSE COOPERS jobs in Houston, TX - Houston jobsSalary Search: Data Scientist/Machine Learning Engineer - Sr. Associate salaries in Houston, TXSee popular questions & answers about PRICE WATERHOUSE COOPERS",28 days ago,4.0,,
Machine Learning Engineer,CGG,"Hybrid remote in Houston, TX","You will work with our Geoscientists to validate potential opportunities for machine learning techniques, prepare data for training and testing, and design,…View all CGG jobs in Houston, TX - Houston jobsSalary Search: Machine Learning Engineer salaries in Houston, TXSee popular questions & answers about CGG",30+ days ago,3.8,,
"Risk Analyst - Power - Houston, TX",RIVERCREST POWER ADVISORS LLC,"Houston, TX 77077 77077","Strong analytical, quantitative, and data science skills.Verification of PNL across products and provide PNL data in requested format.View all RIVERCREST POWER ADVISORS LLC jobs in Houston, TX - Houston jobsSalary Search: Risk Analyst - Power - Houston, TX salaries in Houston, TX",30+ days ago,,,
newLegal Management Data Analytics-Consultant,Crowe,"Houston, TX 77002 77002 (Downtown area)","Identifies and researches new trends and tools, understands the data analytics marketplace while working in a dedicated data analytics lab on client engagements…View all Crowe jobs in Houston, TX - Houston jobsSalary Search: Legal Management Data Analytics-Consultant salaries in Houston, TXSee popular questions & answers about Crowe",Today,3.6,,Full-time
AI Engineer,Deloitte,"Houston, TX 77002 77002 (Downtown area)+1 location","Deep interest in data science and software development.3+ years of experience authoring, supporting, or providing a data science platform to data scientists:View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: AI Engineer salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
newAnalyst Principal - Digital,Westlake Chemical,"Houston, TX 77002 77002 (Downtown area)+1 location","Experience in data warehouse and data lake principals.Assist with identifying what data is available, including internal and external data sources.View all Westlake Chemical jobs in Houston, TX - Houston jobsSalary Search: Analyst Principal - Digital salaries in Houston, TXSee popular questions & answers about Westlake Chemical",1 day ago,3.7,,
"Director, Data Analytics",Nouryon,"Houston, TX","Coach, develop, and mentor team members on data science tools and methodologies.Partner with IT Department to coordinate data strategy, data architecture, and…View all Nouryon jobs in Houston, TX - Houston jobsSalary Search: Director, Data Analytics salaries in Houston, TXSee popular questions & answers about Nouryon",16 days ago,3.0,,Part-time +2
newSenior M365 SharePoint Online Developer,AECOM,"Remote in Houston, TX 77007 77007","+ Uses Power Platform tools to build functionality and automate processes that improve project efficiency and data quality.View all AECOM jobs in Houston, TX - Houston jobsSalary Search: Senior M365 SharePoint Online Developer salaries in Houston, TXSee popular questions & answers about AECOM",2 days ago,3.7,,Full-time
Data Engineer,Ascend Performance Materials,"Houston, TX 77002 77002 (Downtown area)","Significant experience working with time-series data and data historians.Build data pipelines that clean, transform, and aggregate data from disparate sources…View all Ascend Performance Materials jobs in Houston, TX - Houston jobsSalary Search: Data Engineer salaries in Houston, TXSee popular questions & answers about Ascend Performance Materials",30+ days ago,3.3,,
"Product Strategy Specialist - Strategy & Analytics, Deloitte...",Deloitte,"Houston, TX 77002 77002 (Downtown area)+4 locations","Their primary role is converting data from the date engineering and data science team members into actionable insights for clients.View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Product Strategy Specialist - Strategy & Analytics, Deloitte Consulting, LLP salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Statistician or Quantitative Psychologist,Baylor College of Medicine,"Houston, TX 77030 77030 (Medical Center area)","Additionally, proficiency in producing effective data graphics (e.g., charts and figures) in an editable format is required.View all Baylor College of Medicine jobs in Houston, TX - Houston jobsSalary Search: Statistician or Quantitative Psychologist salaries in Houston, TXSee popular questions & answers about Baylor College of Medicine",12 days ago,3.8,,Full-time
Platform Leader - Enterprise Analytics,Baker Hughes,"Houston, TX 77073 77073","Establishing practices of documentation for learnings and knowledge transfer, and ensure that all measures for data quality, data profiling, data governance,…View all Baker Hughes jobs in Houston, TX - Houston jobsSee popular questions & answers about Baker Hughes",26 days ago,4.0,,
"Telco, Media & Entertainment- AI and Data Transformation Man...",Deloitte,"Houston, TX 77002 77002 (Downtown area)+2 locations","Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…View all Deloitte jobs in Houston, TX - Houston jobsSalary Search: Telco, Media & Entertainment- AI and Data Transformation Manager salaries in Houston, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
"IT Data Analytics Advisor (Houston, TX) Job",Hess Corporation,"Houston, TX","This will be done through development and delivery of data science and analytics solutions and teaching the data science discipline to others.View all Hess Corporation jobs in Houston, TX - Houston jobsSee popular questions & answers about Hess Corporation",21 days ago,3.9,,
Institute Research Scientist - Computational Biology / Data...,MD Anderson Cancer Center,"Houston, TX 77030 77030 (Medical Center area)+1 location","Familiar with FAIR guiding principles and their application to data science projects.The ideal candidate will coordinate the application and development of…View all MD Anderson Cancer Center jobs in Houston, TX - Houston jobsSalary Search: Institute Research Scientist - Computational Biology / Data Engineering salaries in Houston, TXSee popular questions & answers about MD Anderson Cancer Center",30+ days ago,4.1,,Full-time
ETL and Test Data Lead/Architect,IBM,"Houston, TX 77001 77001","Performing data analysis and data profiling.Exposure to data migration and validations processes on either one the cloud platform AWS/Azure/Google.View all IBM jobs in Houston, TX - Houston jobsSalary Search: ETL and Test Data Lead/Architect salaries in Houston, TXSee popular questions & answers about IBM",30+ days ago,3.9,,Full-time
